Rózia von........ : PiS ciągle atakuje PO, my nigdy tego nie robiliśmy    hmmm;NEU
@tvn24 @EmmanuelMacron Pis musi jak najszybciej wysłać Waszczykowskiego do Francji - knoś musi Marcona widelcem jeść nauczyć;NEU
@k_piesiewicz A. Halla zawsze warto poczytać.. https://t.co/2s8dRRto7a;NEU
@PawelRabiej @pisorgpl Czy potrafi Pan wskazać bezpośrednie poparcie udzielane Putinowi przez PiS?;NEU
Doczekałam się komentarza #pis. Mogę spokojnie iść spać. Brawo! #dobrazmiana https://t.co/FsTO4Xwygg;NEU
@CzarnobajLeszek Kiedy ktoś się boi główną formą obrony jest kłamstwo. Ciekawe czego się PiS boi, a zwłaszcza jego dziennikarze?;NEU
@PIETRO_V_VOLPI @Wojtaszek_71 W 2012 opuściłem PO i nie mam z nimi nic wspólnego. Wpisy były bardzo głupie, przepro… https://t.co/hcG1vp7T2R;NEU
PiS w UE został już sam, nie ma nikogo wkoło kto chciałby wejść z nimi w sojusz. Na tym tle czekają ciężkie chwile nas Polaków.;NEG
@Ossala_fr Nie da rady, ona widzi wszędzie PiS!😂😂😂😂;NEU
A ja słyszałam ze to PiS przegrał we Francji https://t.co/wokYrkyHiY;NEU
Róża Thun znowu atakuje PIS  #bezretuszu;NEG
@JakubowskiKrzy @pis_u I prawdziwe 😎👈;NEU
@Platforma_org @SlawekNeumann Zaufanie budują nie słowa,a spełnione obietnice.Warto to wiedzieć.A PIS -dzięki Wam… https://t.co/q9f7byYfnX;POS
@MartaNiewierko @MSZ_RP Dyplomacja PiS. Przypomnę, gdy Macierewicz mówił o Mistralach za 1$ dokładnie tego dnia wiz… https://t.co/PnY6PCdFR1;NEU
@MAKowalczyk @pis_u A tego przypadkowy przechodzień w Paryżu nie mówił ?Jak ich znam po... polsku ? 😎👈 https://t.co/Wc75zfBHeX;NEU
@zhyvilla @bweglarczyk Wiem, mój komentarz to szydera że pis został w UE już sam. 😁🙂😋;NEU
Hall: Macron wyjdzie z jasnym przesłaniem do rządu PiS. Zmieńcie się albo po prostu nie musicie iść z nami.https://t.co/NLcgSp4ysA;NEU
@karolciaWJ @BorysMik @38SpecP @Nabuchonodozor1 @antyjaro @FenomenPIS @AndrzejStachni1 @as70051817 @alekdandra25… https://t.co/OuyoFVGi35;NEU
@macgro09031980 @ostatni_husarz @gazeta_wyborcza Nie, nie mają. To PiS ma wszystkich tam gdzie plecy tracą swą szla… https://t.co/AYtnk480oU;NEU
nie ma takiego miejsca nie ma takiej mozliwosci ten swiat jest glodny milosci #gural pis joł;POS
Hall: we Francji wciąż nie mamy ambasadora. Czemu? Nie wiem. To kompletna kompromitacja polskiego rządu.https://t.co/NLcgSp4ysA;NEG
Bogu dzięki ,za prezydenta Andrzeja Dudę i rząd PIS .;POS
@PiotrK70 @najgorszysort Tak tam jest moc takiej nie ma nikt na świecie PIS potęgą jest i basta;NEU
@AlonzoMourning1 PiS Afryke podbija. Tydzien po targach w Hanowerze.;NEG
"@MKierwinski Dobra wróżba ;) bo Waszczykowski zwany ""ministrem"" popiera PiS i Kaczyńskiego. Bądźmy dobrej myśli! ;)";POS
@jedlina_olgierd @Anna_Dryjanska @SchetynadlaPO @milosc_ @JanGrabiec Dywersja PiS buhaha;NEG
@JablonskiDoktor ciekawe, bo PiS na razie robi z błędami ale robi coś dla Polaków , nie mam 500, to gdzie Pan jest w swojej ideologii?;POS
A u nas geniusze #Pis siedzą i dumają jak napisać list gratulacyjny do #Macron - tak by nie był on gratulacyjny.;NEU
#PiS pewnie ogłosi że Francuzi wybrali niemieckiego kandydata;NEU
@SensiMicha @Husar_wyklety @AndrzejHalicki @JanGrabiec BIEDNY PIS OFF ski Tłuk 😂😂😂 https://t.co/eoHncNOewU;NEU
Podobno znowu trudno policzyć. Było może 52 346, albo trochę mniej... #MarszWolności #Platforma #PiS #manifestacja… https://t.co/xhiISkenqA;NEU
@horrorny @czlowiekznesa @d48__ @StZerko PiS woli utrzymywać propagandzistów bez nich suweren nie będzie wiedział co myśleć i mówić;NEG
Dyplomacja i PiS 🤣🤣🤣To absurdalne zestawienie pojęć https://t.co/vXi17DPKKK;NEG
"Schetyna wczoraj: ""PiS zniszczył demokrację"", a następnie: ""wygramy wszystkie wybory"". Hmm. Czegoś tu nie rozumiem...";NEG
@michaljadczak O, coś nowego - wcześniej cały czas twój obóz mówił, że Polska wypadła z centrum decyzyjnego, bo PIS wygrał wybory.;NEU
Dobrze,że od środy Sejm i media zajmą się znowu zamachami na demokrację.Tajmlajn składający się z samych Mistewiczów jest nie do zniesienia.;NEG
Skoro na #MarszWolności było tylu uczestników jak to wyliczył #PiS to pewnie ogłoszą że we Francji sfałszowano wybory;NEG
„wSieci”: opozycja chce unicestwienia PiS i odwetu na jej działaczach https://t.co/BZToU2P4L2;NEU
@Batnamedia @AgaRucinska @michalrachon A o co tu się kłócić? Zapytałem o to, czy pan Rachoń przestał być członkiem… https://t.co/by4X1mth8h;NEU
MACRON wygrywa wybory PIS zanwu odnosi porażkę???;NEU
Chyba by go jakaś okrutna amnezja musiała dopaść, żeby przyjechał do Polski podczas niby-rządów PiS https://t.co/ou7hL4qABB;NEU
@LeskiPiotr Następny Piotrowicz-Wallenrod? Powinni mu zabrać emeryturę, w końcu w PRL pracował i nakład zwiększał?… https://t.co/4WsDgwCgnT;NEU
@Julian82Nowak @pis_u dokładnie. Brawo Francuzi za świadomość obywatelską.;POS
@Vongrodny @michalcharzynsk PiS został powstrzymany we Francji teraz Wielkopolska i Hel;NEU
#bezretuszu panie Wawrzyk popierajacy pis, nie mamy żadnego rozwoju tylko same długi ! 1 bilion długu jawnego i 3 bln ukrytego ! Bankructwo;NEU
@Marcin_Kaminski @K_a_ch_a @PSzubartowicz Autostrady ostro wyhamowały, PIS leci siłą rozpędu po PO-PSL, na 2016-17… https://t.co/VXkdKcKZQO;NEG
@Aga_tA81 w Polsce demokratyczny byłby gdyby wybory wygrało PO, lub gdyby PiS pozwoliło ustawy uchwalać PO - a tak mamy bolszewizm;NEG
@MKierwinski @mhorala @SMDWarszawa Nic nie powie. #PiS przy konkretach nabiera wody w usta, zostaje im tylko fantasy.;NEG
