Mądre! 👍 Warto przeczytać. 👇  https://t.co/hvEDp1EEZy;POS
Budżet Słupska na 2018 rok przyjęty. Rekordowo wysoki, z wieloma ważnymi inwestycjami. 💪To będzie dobry rok. Zmieni… https://t.co/1TkiGEdJpX;POS
Kolejny powód do dumy z mojego miasta! 👩🏻‍⚖️ #wolnesądy https://t.co/aRSHU13oEU;POS
🎅🏻Wesołych!🎄 https://t.co/S9L7NzLjg7;POS
Demokracja a' la PiS: rządy większości bez poszanowania praw mniejszości...;NEG
Uruchomienie art 7 ToUE nadaje nowego znaczenia ewentualnenym vetom #PAD. To nie tylko brak zgody na niszczenie KRS… https://t.co/PQppqAC14v;NEG
Będzie się działo w sobotę! https://t.co/VegW9gMSm8 https://t.co/3oPLQtSzvx;POS
Słupski szpital trzecim najlepszym w Polsce. Brawo my! https://t.co/NZBc3CO2FT;POS
Prezesie Kaczyński, nie prościej było wysłać poseł Pawłowicz do TVN, żeby wygrała tego miliona w ‚Milionerach’? 🤔 #karadlaTVN;NEG
Premier Morawiecki rzeczywiście mówi ładnie w języku angielskim. Ale w Brukseli trzeba mówić językiem wartości euro… https://t.co/mKX05tREYe;NEG
Slupsk taki piękny! ❄️☃️ https://t.co/uhdLGRjuwI;POS
- To nie jest kino familijne, żeby mnie poruszał los pani premier. To jest polityczka i gdyby była niezależna, była… https://t.co/J9FFNVZpen;NEG
Szlachetne paczki od pracowników ratusza dostarczone. 🎅🏻W zamian takie piękne podziękowania. 💪Warto pomagać! 😍 https://t.co/EHCe3hvQUt;POS
Magicznie! 😍 https://t.co/wDhudrvloL;POS
Z taką samą łatwością jak wymieniają dziś ludzi w rządzie według widzimisię Prezesa, tak samo planują robić to w na… https://t.co/jaTPlfCnMX;NEU
Ze względu na wysoki i rosnący stan wody Słupi ogłaszam pogotowie przeciwpowodziowe dla miasta Słupsk. Sytuację mon… https://t.co/UMAKzqgoNy;NEU
Z powodu braku śniegu, w tym roku Mikołaje z Laponii przez Bałtyk do Polski przybyli nie na saniach, ale w kajakach… https://t.co/bLlPgA1vWS;NEU
Odnowiony mogę przystąpić do dalszej pracy. Dziękuję za modlitwę, ale i bez niej radzę chyba sobie całkiem nieźle.… https://t.co/CGtBKPUyJu;POS
Super inwestycje w super Słupsku! Brawo my! @slupskpl https://t.co/GbLXtSXobZ;POS
Opór to najwyższa postać patriotyzmu. Thomas Jefferson.  #wolnesady #wolnewybory #wolnaPolska;NEU
Mój bank na szczęście szybko się zreflektował po fatalnym błędzie. Już wiem jaką grafikę będzie miała moja następna… https://t.co/tFU1CFhrQ5;NEU
Hmmm może wzorem ustawy dezubekizacyjnej w przyszłości  odebrać emerytury wszystkim posłom, którzy głosowali za ewi… https://t.co/xVQMGNDPmd;NEG
Pan Prezes byłby zdecydowanie lepszym prezesem @Fundacja_Viva niż jest Polski.;NEG
Nie przenoście nam Pałacu Kultury i Nauki do Słupska!✌️#pałackultury;NEU
Ekologia w praktyce. https://t.co/GzGT1eBw8L;NEU
Przed sądami płonęły już znicze, teraz płoną ludzie :( #dobrazmiana;NEG
Jeszcze więcej dla mieszkańców miasta! Rozpoczynamy współpracę z firmą @DanfossPoland https://t.co/CG9AgOlPme;NEU
PBS chce ratować pomnik JPII, ale zamyka granice przed ludźmi uciekającymi przed wojną i głodem. Gdzie sens, gdzie chrześcijaństwo?;NEG
Bierzemy sprawy w nasze ręce? 👈 #sexedpl https://t.co/dCzdB04MSV;NEU
Ranking najbardziej wpływowych Polek i Polaków tygodnika 'Wprost'. 👍@TygodnikWPROST https://t.co/6gSCjR6EkF;NEU
Decyzja zapadła: Kongres Władz Lokalnych i Regionalnych Rady Europy sprawdzi przestrzeganie prawa w Polsce.… https://t.co/YaOTo1gx4U;NEG
Nawet co siódmy pracownik w Polsce to tzw. pracujący ubogi! 🇵🇱 https://t.co/1qc04WypbQ;NEG
O tym kto będzie rządził światem jutro porozmawiamy w Warszawie. 🌍 https://t.co/WW1ZHtX76q;NEU
Wynik pomiędzy Jordanią a Tunezją to poniżej naszych aspiracji. https://t.co/peTNVvGlfM;NEG
Wyrzucając Macierewicza z rządu, Kaczyński przyznał się do klęski. https://t.co/xiRDLZiErx;NEG
I bardzo dobrze. Tylko po co była dwuletnia wojenka o nic i pic dla naiwnych z reparacjami? https://t.co/qQ0U4jn2qZ;NEU
Może faktycznie bali się, że Antek przyjedzie do Pałacu z brygadą WOT? https://t.co/TMRL30s6L2;NEG
A darli się o ośmiorniczki. https://t.co/NTgKms7NLd;NEU
A to nieładnie.  Komuś zabrakło jaj. https://t.co/SfazSMB0WO;NEG
Za czasów kondominium rosyjsko-niemieckiego ministerstwom przysługiwało jedno stanowisko sekretarza stanu, nie licz… https://t.co/1H8ISUADgM;NEU
""Rozwiewa wszelkie wątpliwości.""  Zamach. https://t.co/PM0JwgPWlq;NEG
Kolejny sukces podmiotowej polityki zagranicznej. https://t.co/4cDSzN8ZL8;NEG
I to by było na tyle.  Wredny dziadyga znowu swoich wyznawców wziął za durniów. https://t.co/6TvFsx8S4j;NEG
'Wszystkie świństwa świata.' https://t.co/qBGtTlzUK0;NEU
Nie chcą płacić reparacji.  @pisorgpl nie dał rady.  https://t.co/26i2AqMmpJ via @OnetWiadomosci;NEG
Sprzętu rządowego, np. wojskowego, nie ubezpiecza się bo na dłuższą metę tak wychodzi taniej.  To niecelny zarzut. https://t.co/N7IJgCL3Py;NEU
Nie mogę się doczekać informacji po dzisiejszych rozmowach w Berlinie co do sumy reparacji jakie Niemcy wreszcie nam wypłacą.;POS
Ale za to minister @mmagierowski na pewno nadal podróżuje pociągiem 2 klasą. https://t.co/NHhGi7Ja67;NEU
Putin atakuje, a Ameryka bierna. https://t.co/RdNbsnQVu2;NEG
Dziś 26ta miesięcznica nieodzyskania wraku, niezwołania konferencji międzynarodowej, nieukarania zamachowców ze Smo… https://t.co/8ifzhyPCe6;NEG
No właśnie. W 1939 wyszła nawet książka pt. 'Polska jest mocarstwem.' https://t.co/Qz6EF8aon0;NEU
Każdemu powinno być wolno nazywać szmalcownikami tych, którzy krytykuja naszą umiłowaną władzę. https://t.co/boW3kwj2JH;NEG
Aborcja jest zła! https://t.co/pX6HL0Pr1h;NEG
Totalna opozycja. https://t.co/vTv7QTRdpD;NEG
Ciekawe jaki jest cennik: ile za przesłuchanie polityka opozycji, ile za postawienie zarzutów i ile za zatrzymanie. https://t.co/E5Qt3COiGQ;NEG
Macierewicz o katastrofie smoleńskiej: Ta zbrodnia nie może ujść płazem, trzeba wskazać odpowiedzialnych… https://t.co/Zt18fyEFyF;NEG
